id,path,canonical,transcript,Canonical_time,Error
7313,train/dr6/msmr0/sx55,dh ah l ae k ah v hh iy t k aa m p aw n d ih d dh ah t eh n ih n t s g r iy v ah n s ih z,dh ah l ae ah v hh iy k aa m p aw n ih dh ih t eh n ih n s g r iy v n s ih z,"[{(10, 11): 'dh'}, {(11, 13): 'ah'}, {(13, 17): 'l'}, {(17, 23): 'ae'}, {(23, 27): 'k'}, {(27, 30): 'ah'}, {(30, 34): 'v'}, {(34, 37): 'hh'}, {(37, 41): 'iy'}, {(41, 46): 't'}, {(46, 48): 'k'}, {(48, 52): 'aa'}, {(52, 56): 'm'}, {(56, 58): 'p'}, {(58, 61): 'aw'}, {(61, 65): 'n'}, {(65, 68): 'd'}, {(68, 71): 'ih'}, {(71, 74): 'd'}, {(74, 77): 'dh'}, {(77, 78): 'ah'}, {(78, 81): 't'}, {(81, 83): 'eh'}, {(83, 86): 'n'}, {(86, 90): 'ih'}, {(90, 93): 'n'}, {(93, 96): 't'}, {(96, 99): 's'}, {(99, 103): 'g'}, {(103, 107): 'r'}, {(107, 111): 'iy'}, {(111, 113): 'v'}, {(113, 117): 'ah'}, {(117, 120): 'n'}, {(120, 124): 's'}, {(124, 129): 'ih'}, {(129, 132): 'z'}]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
7314,train/dr6/msmr0/sx235,ay ay t ah m ay z ao l ah k aw n t s ih n m ay ey jh ih n s iy,ay ay dh ah m ay z ao l ih k aw n s ih n m ay ey jh ih n s iy,"[{(16, 21): 'ay'}, {(21, 26): 'ay'}, {(26, 29): 't'}, {(29, 34): 'ah'}, {(34, 39): 'm'}, {(39, 42): 'ay'}, {(42, 46): 'z'}, {(46, 52): 'ao'}, {(52, 56): 'l'}, {(56, 60): 'ah'}, {(60, 65): 'k'}, {(65, 68): 'aw'}, {(68, 72): 'n'}, {(72, 78): 't'}, {(78, 81): 's'}, {(81, 83): 'ih'}, {(83, 85): 'n'}, {(85, 91): 'm'}, {(91, 95): 'ay'}, {(95, 99): 'ey'}, {(99, 105): 'jh'}, {(105, 109): 'ih'}, {(109, 112): 'n'}, {(112, 117): 's'}, {(117, 121): 'iy'}]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
7315,train/dr6/msmr0/sx415,m uw v dh ah g aa r b ih jh n ih r er t uw dh ah l aa r jh w ih n d ow,m uw v dh ih g aa r ih jh n ih er t ih dh ah l aa r jh w ih n ow,"[{(5, 8): 'm'}, {(8, 11): 'uw'}, {(11, 14): 'v'}, {(14, 17): 'dh'}, {(17, 18): 'ah'}, {(18, 23): 'g'}, {(23, 27): 'aa'}, {(27, 30): 'r'}, {(30, 34): 'b'}, {(34, 39): 'ih'}, {(39, 42): 'jh'}, {(43, 46): 'n'}, {(46, 49): 'ih'}, {(49, 54): 'r'}, {(54, 56): 'er'}, {(56, 60): 't'}, {(60, 65): 'uw'}, {(65, 68): 'dh'}, {(68, 71): 'ah'}, {(71, 75): 'l'}, {(75, 80): 'aa'}, {(80, 84): 'r'}, {(84, 88): 'jh'}, {(88, 93): 'w'}, {(93, 97): 'ih'}, {(97, 103): 'n'}, {(103, 107): 'd'}, {(107, 112): 'ow'}]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
7316,train/dr6/msmr0/sx145,t uw m ah ch k y uh r iy aa s ih t iy k ae n g eh t y uw ih n t uw t r ah b l,t uw m ah ch k er iy aa s ih dh iy k ng g eh ch uw ih n t ih t r ah l,"[{(28, 29): 't'}, {(29, 33): 'uw'}, {(33, 35): 'm'}, {(35, 40): 'ah'}, {(40, 43): 'ch'}, {(43, 46): 'k'}, {(46, 49): 'y'}, {(49, 53): 'uh'}, {(53, 56): 'r'}, {(56, 58): 'iy'}, {(58, 61): 'aa'}, {(61, 65): 's'}, {(65, 68): 'ih'}, {(68, 70): 't'}, {(70, 73): 'iy'}, {(73, 77): 'k'}, {(77, 79): 'ae'}, {(79, 81): 'n'}, {(81, 85): 'g'}, {(85, 90): 'eh'}, {(90, 93): 't'}, {(91, 93): 'y'}, {(93, 95): 'uw'}, {(101, 104): 'ih'}, {(104, 107): 'n'}, {(107, 109): 't'}, {(109, 111): 'uw'}, {(111, 114): 't'}, {(114, 118): 'r'}, {(118, 122): 'ah'}, {(122, 126): 'b'}, {(126, 131): 'l'}]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1]"
7317,train/dr6/msmr0/si775,th r eh d m ae ch ih ng y aa r n ih n t ae p ah s t r iy n iy d l,th r eh m ae ch iy ng y aa r n ih n t ae p ih s t r iy n iy dh l,"[{(8, 10): 'th'}, {(10, 14): 'r'}, {(14, 17): 'eh'}, {(17, 20): 'd'}, {(20, 24): 'm'}, {(24, 28): 'ae'}, {(28, 33): 'ch'}, {(33, 35): 'ih'}, {(35, 40): 'ng'}, {(40, 46): 'y'}, {(46, 52): 'aa'}, {(52, 57): 'r'}, {(57, 64): 'n'}, {(64, 68): 'ih'}, {(68, 70): 'n'}, {(70, 74): 't'}, {(74, 78): 'ae'}, {(78, 81): 'p'}, {(81, 84): 'ah'}, {(84, 88): 's'}, {(88, 92): 't'}, {(92, 95): 'r'}, {(95, 98): 'iy'}, {(98, 103): 'n'}, {(103, 107): 'iy'}, {(107, 110): 'd'}, {(110, 113): 'l'}]","[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1]"
7318,train/dr6/msmr0/si1405,ae n d dh ah l ao v er ch uw ah l iy ih g n ao r d dh ah s ih ch uw ey sh ih n,ih n dh ah l ao v er ch l iy ih g n ao r dh ih s ih ch uw ey sh ih n,"[{(5, 7): 'ae'}, {(7, 8): 'n'}, {(8, 10): 'd'}, {(10, 11): 'dh'}, {(11, 14): 'ah'}, {(14, 20): 'l'}, {(20, 27): 'ao'}, {(27, 30): 'v'}, {(30, 34): 'er'}, {(34, 37): 'ch'}, {(37, 40): 'uw'}, {(40, 45): 'ah'}, {(45, 47): 'l'}, {(47, 52): 'iy'}, {(52, 55): 'ih'}, {(55, 58): 'g'}, {(58, 61): 'n'}, {(61, 66): 'ao'}, {(66, 68): 'r'}, {(68, 72): 'd'}, {(72, 73): 'dh'}, {(73, 74): 'ah'}, {(74, 79): 's'}, {(79, 83): 'ih'}, {(83, 87): 'ch'}, {(87, 93): 'uw'}, {(93, 96): 'ey'}, {(96, 100): 'sh'}, {(100, 106): 'ih'}, {(106, 110): 'n'}]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
7319,train/dr6/msmr0/si1150,w ih dh dh ow z p ey n t ih ng z ah v b ih g k ah n s t r ah k sh ih n z k r ae sh ih ng d aw n hh iy f eh l t hh iy k uh d s t aa p,w ih th dh ow z p ey n t ih ng z ah v b ih k n s t r ah k sh n z k r eh sh ih ng d aw n hh iy f eh l t iy k ih s t aa,"[{(47, 49): 'w'}, {(49, 52): 'ih'}, {(52, 55): 'dh'}, {(55, 58): 'dh'}, {(58, 62): 'ow'}, {(62, 67): 'z'}, {(67, 70): 'p'}, {(70, 74): 'ey'}, {(74, 79): 'n'}, {(79, 81): 't'}, {(81, 85): 'ih'}, {(85, 90): 'ng'}, {(90, 93): 'z'}, {(93, 95): 'ah'}, {(95, 98): 'v'}, {(98, 105): 'b'}, {(105, 111): 'ih'}, {(111, 116): 'g'}, {(116, 118): 'k'}, {(118, 121): 'ah'}, {(121, 124): 'n'}, {(124, 126): 's'}, {(126, 130): 't'}, {(130, 132): 'r'}, {(132, 135): 'ah'}, {(135, 137): 'k'}, {(137, 139): 'sh'}, {(139, 142): 'ih'}, {(142, 145): 'n'}, {(145, 147): 'z'}, {(147, 151): 'k'}, {(151, 155): 'r'}, {(155, 158): 'ae'}, {(158, 161): 'sh'}, {(161, 163): 'ih'}, {(163, 167): 'ng'}, {(167, 174): 'd'}, {(174, 182): 'aw'}, {(182, 188): 'n'}, {(188, 192): 'hh'}, {(192, 196): 'iy'}, {(196, 201): 'f'}, {(201, 206): 'eh'}, {(206, 210): 'l'}, {(210, 214): 't'}, {(214, 216): 'hh'}, {(216, 218): 'iy'}, {(218, 220): 'k'}, {(220, 222): 'uh'}, {(222, 224): 'd'}, {(224, 231): 's'}, {(231, 239): 't'}, {(239, 245): 'aa'}, {(245, 252): 'p'}]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0]"
7320,train/dr4/msms0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh eh y er d aa r s uw dh ih ng g r iy z iy w aa sh w ao dh er ao l y ih er,"[{(7, 11): 'sh'}, {(11, 17): 'iy'}, {(17, 21): 'hh'}, {(21, 24): 'ae'}, {(24, 28): 'd'}, {(28, 30): 'y'}, {(30, 33): 'uh'}, {(33, 35): 'r'}, {(35, 40): 'd'}, {(40, 45): 'aa'}, {(45, 49): 'r'}, {(49, 54): 'k'}, {(54, 58): 's'}, {(58, 64): 'uw'}, {(64, 68): 't'}, {(68, 72): 'ih'}, {(72, 75): 'n'}, {(75, 80): 'g'}, {(80, 83): 'r'}, {(83, 87): 'iy'}, {(87, 92): 's'}, {(92, 95): 'iy'}, {(95, 101): 'w'}, {(101, 107): 'ao'}, {(107, 112): 'sh'}, {(114, 118): 'w'}, {(118, 122): 'ao'}, {(122, 126): 't'}, {(126, 131): 'er'}, {(131, 136): 'ao'}, {(136, 141): 'l'}, {(141, 145): 'y'}, {(145, 150): 'ih'}, {(150, 155): 'r'}]","[1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
7321,train/dr4/msms0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k eh r ih eh n ao l ih r ae g l ay dh ae,"[{(5, 8): 'd'}, {(8, 10): 'ow'}, {(10, 11): 'n'}, {(11, 14): 't'}, {(14, 20): 'ae'}, {(20, 24): 's'}, {(24, 29): 'k'}, {(29, 34): 'm'}, {(34, 37): 'iy'}, {(37, 40): 't'}, {(40, 40): 'uw'}, {(40, 46): 'k'}, {(46, 49): 'ae'}, {(49, 54): 'r'}, {(54, 58): 'iy'}, {(61, 64): 'ae'}, {(64, 66): 'n'}, {(66, 70): 'oy'}, {(70, 77): 'l'}, {(77, 81): 'iy'}, {(81, 87): 'r'}, {(87, 93): 'ae'}, {(93, 98): 'g'}, {(98, 104): 'l'}, {(104, 109): 'ay'}, {(109, 113): 'k'}, {(113, 119): 'dh'}, {(119, 125): 'ae'}, {(125, 133): 't'}]","[1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0]"
7322,train/dr4/msms0/sx353,ah k aa n ih s er w ih l eh n jh oy dh ih s sh eh l f ih sh d ih sh,ih k aa n ih s uw r w uh l ih n jh oy dh ih sh eh l f ih sh d ih sh,"[{(7, 10): 'ah'}, {(10, 14): 'k'}, {(14, 20): 'aa'}, {(20, 24): 'n'}, {(24, 28): 'ih'}, {(28, 34): 's'}, {(34, 39): 'er'}, {(39, 43): 'w'}, {(43, 48): 'ih'}, {(48, 54): 'l'}, {(54, 58): 'eh'}, {(58, 64): 'n'}, {(64, 69): 'jh'}, {(69, 74): 'oy'}, {(74, 77): 'dh'}, {(77, 80): 'ih'}, {(80, 81): 's'}, {(81, 87): 'sh'}, {(87, 93): 'eh'}, {(93, 99): 'l'}, {(99, 106): 'f'}, {(106, 112): 'ih'}, {(112, 117): 'sh'}, {(117, 124): 'd'}, {(124, 131): 'ih'}, {(131, 137): 'sh'}]","[0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
7323,train/dr4/msms0/sx83,m ay ih n s t r ah k sh ih n z d eh s p er ah t l iy n iy d ah p d ey t ih ng,m ay n s t r ah sh ih n z d eh s p er l ih n iy ah d ey dh ng,"[{(5, 10): 'm'}, {(10, 16): 'ay'}, {(8, 10): 'ih'}, {(10, 14): 'n'}, {(14, 17): 's'}, {(17, 20): 't'}, {(20, 23): 'r'}, {(23, 28): 'ah'}, {(28, 30): 'k'}, {(30, 34): 'sh'}, {(34, 36): 'ih'}, {(36, 40): 'n'}, {(40, 43): 'z'}, {(43, 46): 'd'}, {(46, 49): 'eh'}, {(49, 54): 's'}, {(54, 56): 'p'}, {(56, 59): 'er'}, {(59, 62): 'ah'}, {(62, 66): 't'}, {(66, 69): 'l'}, {(69, 72): 'iy'}, {(72, 77): 'n'}, {(77, 81): 'iy'}, {(81, 84): 'd'}, {(84, 88): 'ah'}, {(88, 93): 'p'}, {(93, 96): 'd'}, {(96, 100): 'ey'}, {(100, 105): 't'}, {(105, 108): 'ih'}, {(108, 112): 'ng'}]","[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1]"
7324,train/dr4/msms0/sx263,hh aw oy l iy d uw y uw l ay k y uh r s ae l ah d d r eh s ih ng,hh aw ao l ih d ih y uw l ay y er s ae l ih d r eh s ih n,"[{(7, 10): 'hh'}, {(10, 14): 'aw'}, {(17, 20): 'oy'}, {(20, 26): 'l'}, {(26, 29): 'iy'}, {(29, 34): 'd'}, {(34, 39): 'uw'}, {(39, 41): 'y'}, {(41, 45): 'uw'}, {(45, 49): 'l'}, {(49, 55): 'ay'}, {(55, 59): 'k'}, {(59, 61): 'y'}, {(61, 64): 'uh'}, {(64, 66): 'r'}, {(66, 69): 's'}, {(69, 74): 'ae'}, {(74, 79): 'l'}, {(79, 83): 'ah'}, {(83, 87): 'd'}, {(87, 91): 'd'}, {(91, 93): 'r'}, {(93, 96): 'eh'}, {(96, 99): 's'}, {(99, 103): 'ih'}, {(103, 106): 'ng'}]","[1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]"
7325,train/dr4/msms0/sx443,ah l ow n s t aa r sh ow n ih n dh ah er l iy iy v n ih ng s k ay,ey l ow n s t aa r sh ow n ih n ih er l ih iy v n ih n s k ay,"[{(8, 11): 'ah'}, {(11, 16): 'l'}, {(16, 20): 'ow'}, {(20, 24): 'n'}, {(24, 28): 's'}, {(28, 33): 't'}, {(33, 35): 'aa'}, {(35, 40): 'r'}, {(40, 46): 'sh'}, {(46, 53): 'ow'}, {(53, 59): 'n'}, {(59, 64): 'ih'}, {(64, 68): 'n'}, {(68, 68): 'dh'}, {(68, 68): 'ah'}, {(74, 78): 'er'}, {(78, 81): 'l'}, {(81, 83): 'iy'}, {(90, 93): 'iy'}, {(93, 96): 'v'}, {(96, 99): 'n'}, {(99, 104): 'ih'}, {(104, 107): 'ng'}, {(107, 113): 's'}, {(113, 120): 'k'}, {(120, 128): 'ay'}]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1]"
7326,train/dr4/msms0/sx173,hh uw eh v er k ow aa p er ey t s ih n f ay n d ih ng n ae n z k ae m iy ow w ih l b iy r ih w ao r d ih d,hh uw eh v ah k w aa p er ey s ih n f ay n ih n ae n z k ae m iy ow w l b iy r ah w ao r dh ih d,"[{(5, 8): 'hh'}, {(8, 10): 'uw'}, {(10, 13): 'eh'}, {(13, 16): 'v'}, {(16, 17): 'er'}, {(17, 21): 'k'}, {(21, 26): 'ow'}, {(26, 30): 'aa'}, {(30, 34): 'p'}, {(34, 39): 'er'}, {(39, 42): 'ey'}, {(42, 46): 't'}, {(46, 52): 's'}, {(52, 54): 'ih'}, {(54, 56): 'n'}, {(56, 59): 'f'}, {(59, 62): 'ay'}, {(62, 66): 'n'}, {(66, 68): 'd'}, {(68, 71): 'ih'}, {(71, 74): 'ng'}, {(74, 80): 'n'}, {(80, 84): 'ae'}, {(84, 90): 'n'}, {(90, 94): 'z'}, {(94, 99): 'k'}, {(99, 105): 'ae'}, {(105, 111): 'm'}, {(111, 115): 'iy'}, {(115, 120): 'ow'}, {(120, 122): 'w'}, {(122, 124): 'ih'}, {(124, 126): 'l'}, {(126, 132): 'b'}, {(132, 137): 'iy'}, {(137, 140): 'r'}, {(140, 143): 'ih'}, {(143, 147): 'w'}, {(147, 151): 'ao'}, {(151, 155): 'r'}, {(155, 159): 'd'}, {(159, 162): 'ih'}, {(162, 165): 'd'}]","[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]"
7327,train/dr4/msms0/si803,ih n s ah l ey t w eh dh er s t r ih p d ah b l g l ey z t uw dh ah m ae k s ih m ah m,ih n s ah l ey w eh dh er s t r ih d ah b l g l ey z t ih dh ih m ae k s ah m ah m,"[{(7, 10): 'ih'}, {(10, 16): 'n'}, {(16, 20): 's'}, {(20, 24): 'ah'}, {(24, 28): 'l'}, {(28, 34): 'ey'}, {(34, 37): 't'}, {(41, 46): 'w'}, {(46, 49): 'eh'}, {(49, 54): 'dh'}, {(54, 57): 'er'}, {(57, 61): 's'}, {(61, 66): 't'}, {(66, 68): 'r'}, {(68, 72): 'ih'}, {(72, 77): 'p'}, {(81, 84): 'd'}, {(84, 88): 'ah'}, {(88, 92): 'b'}, {(92, 94): 'l'}, {(94, 100): 'g'}, {(100, 106): 'l'}, {(106, 112): 'ey'}, {(112, 116): 'z'}, {(116, 120): 't'}, {(120, 124): 'uw'}, {(124, 128): 'dh'}, {(128, 130): 'ah'}, {(130, 133): 'm'}, {(133, 137): 'ae'}, {(137, 140): 'k'}, {(140, 143): 's'}, {(143, 147): 'ih'}, {(147, 151): 'm'}, {(151, 156): 'ah'}, {(156, 159): 'm'}]","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1]"
7328,train/dr4/msms0/si1433,hh w ay l w ah n eh l ah m ah n t ih z ah n aw n s ih ng p r aa g r eh s ah n ah dh er ih z d ah l ih n iy ey t ih ng ih t s p r aa b l ah m z,hh w ay l w ah n eh l ah m ah n ih z ih n aw n s ih n p r aa g er s ah n ah dh er ih z d ih l ih n iy ey ih ng ih t s p r aa b l ah m z,"[{(7, 8): 'hh'}, {(8, 11): 'w'}, {(11, 14): 'ay'}, {(14, 17): 'l'}, {(17, 20): 'w'}, {(20, 24): 'ah'}, {(24, 28): 'n'}, {(28, 30): 'eh'}, {(30, 33): 'l'}, {(33, 35): 'ah'}, {(35, 37): 'm'}, {(37, 40): 'ah'}, {(40, 43): 'n'}, {(43, 46): 't'}, {(46, 49): 'ih'}, {(49, 54): 'z'}, {(54, 57): 'ah'}, {(57, 61): 'n'}, {(61, 65): 'aw'}, {(65, 68): 'n'}, {(68, 72): 's'}, {(72, 75): 'ih'}, {(75, 80): 'ng'}, {(80, 83): 'p'}, {(83, 86): 'r'}, {(86, 91): 'aa'}, {(91, 94): 'g'}, {(94, 97): 'r'}, {(97, 101): 'eh'}, {(101, 106): 's'}, {(106, 110): 'ah'}, {(110, 113): 'n'}, {(113, 117): 'ah'}, {(117, 121): 'dh'}, {(121, 125): 'er'}, {(125, 128): 'ih'}, {(128, 130): 'z'}, {(130, 134): 'd'}, {(134, 137): 'ah'}, {(137, 140): 'l'}, {(140, 144): 'ih'}, {(144, 148): 'n'}, {(148, 151): 'iy'}, {(151, 156): 'ey'}, {(156, 160): 't'}, {(160, 162): 'ih'}, {(162, 166): 'ng'}, {(166, 169): 'ih'}, {(169, 171): 't'}, {(171, 174): 's'}, {(174, 178): 'p'}, {(178, 183): 'r'}, {(183, 187): 'aa'}, {(187, 190): 'b'}, {(190, 194): 'l'}, {(194, 198): 'ah'}, {(198, 202): 'm'}, {(202, 206): 'z'}]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
7329,train/dr4/msms0/si2063,t uw hh ih z s er p r ay z hh ih z p l ae n w er k t p er f eh k t l iy,t ih hh ih s er p r ay z ih z p l ae n w er p er f ah k l ih,"[{(2, 8): 't'}, {(8, 11): 'uw'}, {(11, 17): 'hh'}, {(17, 20): 'ih'}, {(20, 24): 'z'}, {(24, 28): 's'}, {(28, 34): 'er'}, {(34, 37): 'p'}, {(37, 41): 'r'}, {(41, 46): 'ay'}, {(46, 49): 'z'}, {(49, 52): 'hh'}, {(52, 54): 'ih'}, {(54, 56): 'z'}, {(56, 60): 'p'}, {(60, 65): 'l'}, {(65, 68): 'ae'}, {(68, 73): 'n'}, {(73, 77): 'w'}, {(77, 81): 'er'}, {(81, 84): 'k'}, {(84, 88): 't'}, {(88, 92): 'p'}, {(92, 95): 'er'}, {(95, 98): 'f'}, {(98, 101): 'eh'}, {(101, 106): 'k'}, {(106, 109): 't'}, {(109, 112): 'l'}, {(112, 115): 'iy'}]","[1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0]"
7330,train/dr5/fsms1/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae y er d aa r k s uw n g r iy s iy w aa sh w ao dh er ao l y ih er,"[{(14, 20): 'sh'}, {(20, 24): 'iy'}, {(24, 29): 'hh'}, {(29, 34): 'ae'}, {(34, 39): 'd'}, {(39, 40): 'y'}, {(40, 42): 'uh'}, {(42, 43): 'r'}, {(43, 48): 'd'}, {(48, 53): 'aa'}, {(53, 57): 'r'}, {(57, 61): 'k'}, {(61, 68): 's'}, {(68, 72): 'uw'}, {(72, 79): 't'}, {(79, 81): 'ih'}, {(81, 82): 'n'}, {(82, 86): 'g'}, {(86, 92): 'r'}, {(92, 95): 'iy'}, {(95, 99): 's'}, {(99, 104): 'iy'}, {(104, 110): 'w'}, {(110, 115): 'ao'}, {(115, 121): 'sh'}, {(123, 128): 'w'}, {(128, 131): 'ao'}, {(131, 134): 't'}, {(134, 137): 'er'}, {(140, 145): 'ao'}, {(145, 149): 'l'}, {(149, 156): 'y'}, {(156, 162): 'ih'}, {(162, 168): 'r'}]","[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]"
7331,train/dr5/fsms1/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s k m iy dh ih k eh r iy eh n oy l iy r ae g l ay dh ae,"[{(5, 8): 'd'}, {(8, 11): 'ow'}, {(11, 14): 'n'}, {(14, 17): 't'}, {(17, 23): 'ae'}, {(23, 28): 's'}, {(28, 33): 'k'}, {(33, 35): 'm'}, {(35, 39): 'iy'}, {(39, 40): 't'}, {(40, 42): 'uw'}, {(42, 48): 'k'}, {(48, 54): 'ae'}, {(54, 58): 'r'}, {(58, 64): 'iy'}, {(68, 69): 'ae'}, {(69, 72): 'n'}, {(72, 79): 'oy'}, {(79, 84): 'l'}, {(84, 92): 'iy'}, {(92, 97): 'r'}, {(97, 105): 'ae'}, {(105, 111): 'g'}, {(111, 113): 'l'}, {(113, 116): 'ay'}, {(116, 119): 'k'}, {(119, 125): 'dh'}, {(125, 133): 'ae'}, {(133, 138): 't'}]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]"
7332,train/dr5/fsms1/sx347,dh ah p ey sh ih n t ae n d dh ah s er jh ih n aa r b ow th r ih k uw p er ey t ih ng f r ah m dh ah l eh ng th iy aa p er ey sh ih n,dh ih p ey sh ih n eh n dh ih s er jh ih n er b ow th r iy k uw p er ey dh ih ng f ah m dh ah l eh ng th iy aa p er ey sh ih n,"[{(7, 8): 'dh'}, {(8, 8): 'ah'}, {(8, 14): 'p'}, {(14, 17): 'ey'}, {(17, 23): 'sh'}, {(23, 27): 'ih'}, {(27, 30): 'n'}, {(30, 35): 't'}, {(35, 37): 'ae'}, {(37, 40): 'n'}, {(40, 42): 'd'}, {(42, 45): 'dh'}, {(45, 46): 'ah'}, {(46, 50): 's'}, {(50, 56): 'er'}, {(56, 59): 'jh'}, {(59, 65): 'ih'}, {(65, 69): 'n'}, {(69, 71): 'aa'}, {(71, 73): 'r'}, {(73, 79): 'b'}, {(79, 84): 'ow'}, {(84, 90): 'th'}, {(90, 93): 'r'}, {(93, 96): 'ih'}, {(96, 100): 'k'}, {(100, 105): 'uw'}, {(105, 108): 'p'}, {(108, 112): 'er'}, {(112, 114): 'ey'}, {(114, 118): 't'}, {(118, 122): 'ih'}, {(122, 125): 'ng'}, {(125, 129): 'f'}, {(129, 131): 'r'}, {(131, 133): 'ah'}, {(133, 136): 'm'}, {(136, 137): 'dh'}, {(137, 139): 'ah'}, {(139, 143): 'l'}, {(143, 147): 'eh'}, {(147, 152): 'ng'}, {(152, 157): 'th'}, {(157, 161): 'iy'}, {(161, 164): 'aa'}, {(164, 169): 'p'}, {(169, 174): 'er'}, {(174, 178): 'ey'}, {(178, 184): 'sh'}, {(184, 188): 'ih'}, {(188, 192): 'n'}]","[1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
